timestamp,temperature,vibration,status,prediction,ml_status
2026-01-22 17:00:00,57.71680096189967,2.256086838272247,Normal,1,Normal
2026-01-31 17:00:00,59.91345491972757,2.580463862349136,Normal,1,Normal
2026-01-31 20:00:00,45.795628843341774,2.7346775205901097,Normal,1,Normal
2026-01-28 12:00:00,52.13168996559882,2.3832754924337824,Normal,1,Normal
2026-01-18 03:00:00,49.376789540810655,2.731716599840436,Normal,1,Normal
2026-01-29 06:00:00,59.678391965737305,2.527142204210961,Normal,1,Normal
2026-01-27 02:00:00,50.0519758987071,1.853947273637796,Normal,1,Normal
2026-01-22 09:00:00,50.46218168979201,2.15979181831628,Normal,1,Normal
2026-02-05 19:00:00,58.16465908877756,2.858015325630446,Normal,1,Normal
2026-01-06 16:00:00,51.08373353831882,2.9121133816127367,Normal,1,Normal
2026-02-03 19:00:00,52.80134470862912,2.796850996428757,Normal,1,Normal
2026-01-04 04:00:00,55.43523534119085,2.51520139126728,Normal,1,Normal
2026-01-27 12:00:00,59.11585291980957,2.57057662211089,Normal,1,Normal
2026-02-10 13:00:00,86.9139749128892,6.694736194718775,Anomaly,1,Normal
2026-02-09 02:00:00,56.219003568856,2.3104642611716337,Normal,1,Normal
2026-02-07 11:00:00,50.91532164506382,2.670877744748674,Normal,1,Normal
2026-01-12 16:00:00,55.56758672625624,2.2770032859968667,Normal,1,Normal
2026-02-06 19:00:00,60.22080438534536,2.6148496660807297,Normal,1,Normal
2026-02-01 17:00:00,55.6100490732268,2.451847534418561,Normal,1,Normal
2026-01-14 07:00:00,54.34928472816158,2.994437270084175,Normal,1,Normal
2026-01-23 21:00:00,51.9800740664209,2.737010779680473,Normal,1,Normal
2026-01-08 06:00:00,56.3834539966501,3.1533726129204385,Normal,1,Normal
2026-01-16 11:00:00,57.48999145622725,2.7118771017426924,Normal,1,Normal
2026-01-22 23:00:00,55.24042473330691,2.667812977562811,Normal,1,Normal
2026-01-09 18:00:00,57.85445255346583,1.5002377140505707,Normal,1,Normal
2026-01-10 19:00:00,58.169595111590056,2.8763084751952865,Normal,1,Normal
2026-01-05 05:00:00,52.89677338617321,2.6583214133749635,Normal,1,Normal
2026-02-11 02:00:00,87.0299172919566,7.225095786847997,Anomaly,-1,Anomaly
2026-02-07 14:00:00,55.143724114674086,2.022545267297408,Normal,1,Normal
2026-02-09 11:00:00,51.540459650593775,3.1394588682018867,Normal,1,Normal
2026-01-15 10:00:00,47.75957829251338,2.8676305931951074,Normal,1,Normal
2026-01-06 19:00:00,48.84567841783022,2.421460060366009,Normal,1,Normal
2026-01-26 21:00:00,57.35734178567998,1.9982842307323003,Normal,1,Normal
2026-01-21 19:00:00,48.08600134517832,2.5085086306944246,Normal,1,Normal
2026-01-16 10:00:00,55.12255087129471,2.522659969958843,Normal,1,Normal
2026-01-09 06:00:00,55.29104359223,3.137802025289989,Normal,1,Normal
2026-01-29 15:00:00,53.12589596225201,2.6694396262373843,Normal,1,Normal
2026-01-25 08:00:00,55.90933127529247,2.313585399252703,Normal,1,Normal
2026-02-07 13:00:00,53.0333059383632,3.2101243570438047,Normal,1,Normal
2026-01-03 11:00:00,59.8777256356118,2.285905915375773,Normal,1,Normal
2026-01-14 16:00:00,58.12059908526078,2.5768196465960127,Normal,1,Normal
2026-01-05 00:00:00,56.48060138532288,2.760929151365368,Normal,1,Normal
2026-01-14 00:00:00,59.12708174494015,2.715502396978548,Normal,1,Normal
2026-02-10 14:00:00,101.5926613579998,6.481291243554103,Anomaly,-1,Anomaly
2026-01-13 11:00:00,58.14814420961806,1.877641741518549,Normal,1,Normal
2026-01-12 13:00:00,51.99891561420603,2.4411991993486044,Normal,1,Normal
2026-02-08 12:00:00,60.97523314462421,3.024123498447844,Normal,1,Normal
2026-01-26 01:00:00,50.389173379111874,2.4185304999292137,Normal,1,Normal
2026-01-19 07:00:00,54.7222615055169,2.1986328518615266,Normal,1,Normal
2026-02-04 21:00:00,50.00822979630605,2.199137437763767,Normal,1,Normal
2026-01-24 18:00:00,55.09209189594776,2.988413478210141,Normal,1,Normal
2026-02-06 15:00:00,60.94196636724042,2.507539849177939,Normal,1,Normal
2026-01-11 21:00:00,54.702373219691,2.222837920881637,Normal,1,Normal
2026-01-25 02:00:00,47.60706877110079,2.3044602312854905,Normal,1,Normal
2026-01-01 23:00:00,47.87625906893272,2.2389504082790435,Normal,1,Normal
2026-01-02 06:00:00,51.991466938853016,2.814320063460333,Normal,1,Normal
2026-01-26 17:00:00,58.62883311949346,2.70637568708164,Normal,1,Normal
2026-01-01 10:00:00,52.68291153593769,2.757089103947018,Normal,1,Normal
2026-01-10 05:00:00,45.66367403704126,2.6124765695877503,Normal,1,Normal
2026-02-04 04:00:00,52.41355774949814,2.517440978548981,Normal,1,Normal
2026-01-13 08:00:00,59.49799937716625,2.5136333873036905,Normal,1,Normal
2026-01-03 06:00:00,60.15499761247976,2.779289325445436,Normal,1,Normal
